,_id,product_name,review_content,review_date,review_star,review_writer
0,6511605641ecef914dbd1612,브리오 비타민B 컴플렉스 맥스 / 고함량 비타민B군 피로회복제 종합영양제 / 비오틴 엽산 판토텐산 B12,"유통기한 기한이 넉넉해요 포장상태 포장이 깔끔해요 효과 보통이에요
가격이 비싸지만 좋을거같아서 구매했어요
상세보기
판매자 답글
판매자
2023.09.18
안녕하세요 고객님^^
브리오 제품을 구매해주셔서 대단히 감사합니다. ^^ 
브리오 제품 드시고 고객님 건강에 많은 도움이 되셨으면 좋겠습니다. 
문의사항 있으시면 언제든지 연락주세요. ^^감사합니다. ^^ -(주)브리오 올림-
더보기",2023.09.17,4,rfn0**
1,6511605641ecef914dbd1613,브리오 비타민B 컴플렉스 맥스 / 고함량 비타민B군 피로회복제 종합영양제 / 비오틴 엽산 판토텐산 B12,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
브리오비타민 피로 회복에 좋다고 들었습니다 이번에 처음으로 구매해 보는데 효과가 있으면 장기 복용 해 보려고 생각합니다 그리고 사은품으로 주신 치약 너무 고맙고요
상세보기
상세보기
상세보기",2021.09.16,5,다아라
2,6511605641ecef914dbd1614,브리오 비타민B 컴플렉스 맥스 / 고함량 비타민B군 피로회복제 종합영양제 / 비오틴 엽산 판토텐산 B12,"배송 빨라요 성능 보통이에요 유통기한 기한이 넉넉해요
엄마가 복용 중인 약도 많고 자주 피로해하시니 약사분이 늘 비타민B 섭취를 권장하십니다 검색하다 브리오 제품을 보고 아는 동생에게 물으니 첨가물도 적고 알이주는 브랜드라 해서 구매했습니다
세번 정도 복용 한 후라 효과는 아직 모르시는 것 같지만 후에 오메가 제품도 사 볼 생각입니다
상세보기",2022.05.07,5,kara****
3,6511605641ecef914dbd1615,브리오 비타민B 컴플렉스 맥스 / 고함량 비타민B군 피로회복제 종합영양제 / 비오틴 엽산 판토텐산 B12,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
피곤에 직빵이라는 비타민 비 이야기를 듣고 열심히 검색해서 브리오 제품으로 들였어요. 지금 3통째 먹고 있는데 워낙 피곤한 일상이라 힘이 되는것 같아요.
상세보기",2022.05.07,5,geni***
4,6511605641ecef914dbd1616,브리오 비타민B 컴플렉스 맥스 / 고함량 비타민B군 피로회복제 종합영양제 / 비오틴 엽산 판토텐산 B12,"배송 보통이에요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
피로에 좋아서 구매했어요.
딸아이가 애용하는 제품입니다.
면역력이 약한데 이 제품이 좋다고 하네요.
상세보기",2021.11.09,5,hs71**
5,6511605641ecef914dbd1617,브리오 비타민B 컴플렉스 맥스 / 고함량 비타민B군 피로회복제 종합영양제 / 비오틴 엽산 판토텐산 B12,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
남편이 입 안이 자주 헐고, 피곤해하길래 주변 지인 추천 받아서 샀습니다. 유통기한도 2024년도 까지라서 넉넉하고 좋네요. 잘 복용해보고 또 구매할께요!
상세보기
상세보기",2021.12.25,5,usum****
6,6511605641ecef914dbd1618,브리오 비타민B 컴플렉스 맥스 / 고함량 비타민B군 피로회복제 종합영양제 / 비오틴 엽산 판토텐산 B12,"배송 빨라요
배송이 빨랐어요. 꼼꼼히 포장되어 왔구요. 리뷰가 좋아서 구매했는데 먹어보고 리뷰수정할게요
상세보기",2021.12.29,5,iou1**
7,6511605641ecef914dbd1619,브리오 비타민B 컴플렉스 맥스 / 고함량 비타민B군 피로회복제 종합영양제 / 비오틴 엽산 판토텐산 B12,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
알이 생각보다 커요.
알 큰거 못드시는 분은 반 잘라 드시면 되요.
먹기 시작한지 몇일 안되어서 큰 효과는 못 느끼지만 꾸준히 먹어보려고요. 확실히 고함량이라 그런지 소변색이 박카스네요.ㅎ
상세보기",2022.03.17,5,애플로
8,6511605641ecef914dbd161a,브리오 비타민B 컴플렉스 맥스 / 고함량 비타민B군 피로회복제 종합영양제 / 비오틴 엽산 판토텐산 B12,"배송 보통이에요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
캡슐 냄새가 넘 좋아요 먹으면 좋을것 같은 느낌이 드네요
상세보기",2021.10.15,5,kmhp**
9,6511605641ecef914dbd161b,브리오 비타민B 컴플렉스 맥스 / 고함량 비타민B군 피로회복제 종합영양제 / 비오틴 엽산 판토텐산 B12,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
배송도 빠르고 싸게 잘 썼습니다~ 몸 건강 위해 또 주문하겠습니다~
상세보기",2021.11.03,5,jmy2****
