,_id,product_name,review_date,review_content,review_star,review_writer
0,6510ec4f1b849cc9d8ad1c08,"파이토웨이 써큐시안 블러드케어, 60정, 3개",2023.08.25,"전 몇년전에 건강검진때 당뇨 전단계라고 해서, 당시는 운동 식사조절을 해서 정상 수치로 되었습니다.

그 후 다시 먹기 시작하고 운동도 안하면서,
요즘 혈당이 정상을 넘어 높아졌습니다.

당뇨병에 걸릴까봐 걱정이 컸고,
부모님도 당뇨 합병증으로 돌아가셔서,
다시 각성을 했습니다.

그 와중에 친구에게 걱정을 터놓았고, 써큐시안을 추천해 주었습니다.

친구 아는 사람이 이것먹고 혈관 건강해졌다고 했고요.

신뢰가는 친구의 권유로 구매하게 되었습니다.

혈관의 피가 건강해야 한다는건 알고 있어서 오메가 3는 복용했었는데,

써큐시안에는 오메가3, 홍국, 엽산, 코엔자임 Q와 12가지 필요한 영양소가 들어있어서,
앞으로 꾸준히 복용하고자 합니다.

저녁때 1회 2알을 저녁 식사후 2시간후 복용하고, 2시간 후 잠드는 섭취 Tip대로 했습니다.

ㆍ복용후 변화
1. 평소 오른쪽이 뭔가 막혀 있는 느낌이 들었고, 아마도 혈액순환때문이었던 것 같았습니다.
복용후 변화는 그런 느낌이 사라졌습니다.

2. 혈관 종합 영양제라 이 영양제만 복용하면되어서 편합니다.

3. 복용시 목넘김이 좋아 불편함이 없습니다.

ㆍ단점
ㅡ다소 비싸다.",5,박로즈마리 
1,6510ec4f1b849cc9d8ad1c09,"파이토웨이 써큐시안 블러드케어, 60정, 3개",2023.06.25,"재작년에 코ㄹ나로 인해 건강검진을 받았을 당시
백수생활로 살이 많이 찐상태로 미루고 미루다 건강검진을
받았는데 혈압이 높게 나와서 5분 쉬다 다시 받아도
여전히 높더라구요

15일 지나서 검사결과가 나왔는데 고콜레스테롤 혈증 의심
고중성 지방혈증 의심 수치가 엄청 높더라구요
사실 그 전에 검진했을때도 정상수치는 아니었어요
근데 제 나이가 이제는 50대 중반이라 걱정이 돼더라구요
오메가3도 열심히 먹구 있었는데...

더 이상 방치하면 안된다싶어서 하루 30분 걷기운동도 하고
검색을 해보니 엄청난 리뷰와 후기제품이 있어서보니
딱 이거다 싶어 9개월을 먹었어요, 그러나 가격이 많이 부담이
되어서 먹다 중단하고 따로 따로 섭취를 했어요
오메가3 랑 코엔자임q10 구매해서 따로 먹었었구요
근데 두가지 합하면 가격이 비슷해서 다시 구매했읍니다

올 9월에 건강검진을 받아야 하는데 너무 걱정이 되더라구요
원래는 작년에 재검을 받아야 했는데 못받았거든요
그래서 다시 구매를 해서 저녁먹구 2시간 지나서 먹어야
효과가 있다고 하네요
제일 좋은 방법은 2 2 2 공식이 제일 좋은 건데 저는 6시에
저녁을 먹고 8시에 써큐시안 먹고 10시에 자야하는데
원래 자는 시간은 11시 반에서 12시라 뭐 아시죠 ㅎ
하루 1회 2알 섭취입니다

* 공복에 섭취해도 될까요*
홈페이지 가서도 확인하고 그전에 공복에 먹으면 소화가 안되서 제일 걱정한 부분인데 써큐시안은 공복에 섭취해도
되는게 재료가 목넘김이 좋은 식물성캡슐로 홍조류에서
추출한 원료를 이용해 만들어 졌다하네요
저녁식사 2시간 이후에 드시는 것을 권장하더라요
그때가 효과가 제일 좋다고 합니다",5,김*현 
2,6510ec4f1b849cc9d8ad1c0a,"파이토웨이 써큐시안 블러드케어, 60정, 3개",2022.11.23,"올해 5월 건강검진에서 콜레스테롤
수치가 높게 나왔어요
LDL 174 , 총콜레스테롤 250
고지혈증 약 먹어야 한다는 거예요
타 제품 오메가3 잘 챙겨 먹었는데
어찌나 놀랍던지요

의사 선생님이
3개월 뒤 다시 한번 검사 해보고
고지혈증 약 복용여부 결정하자고
눈앞이 깜깜했어요
폭풍 검색해서 써큐시안 알게 되었고
리뷰가 좋아서 일단 먹어봤어요

써큐시안 3개월 복용하고
재검한 결과
LDL 110, 총 콜레스테롤 181
정상 수치가 나왔어요
넘 신기하고 기뻤어요
우와~ 써큐시안 최고입니다

처음 구입할때 리뷰에 도움받아서
저도 검사 결과 첨부까지 했어요
혈행개선에 좋다는 것을 체험하고
재구매해서 꾸준히 먹고 있습니다

감사합니다
=================================

3번째 구매하고 또 리뷰 남깁니다

콜레스테롤 수치 정상으로 돌아와서
써규시안 잠시 중단했다 먹을까?
고민도 했지만
또 수치 올라 갈까봐? 다시 구매했어요
꾸준한 관리가 필요할 것 같아서요

밤에 잘때마다 다리가 뭉치고 쥐가나서
소스라치게 놀라서 깨곤했는데
어느 순간부터 사라지고 잠을 푹~잡니다
이부분이 개선되어 또 기뻐요

써큐시안은 해조류 rtg 오메가3
식물성 오메가3 입니다
홍국. 코엔자임, 아연, 비타민A, 엽산,
13가지 부원료
건강에 좋은 성분이 들어있다고 합니다
식약처 기능성 인정
혈행, 콜레스테롤, 혈압 3종 개선에
믿음이 가는 서큐시안 최고입니다

고지혈증 약 먹지않게 되어 감사하고
저는 콜레스테롤 관리 해야해서
취침 2시간전에 2캡슐 복용하고 있어요

콜레스테롤이 고민 되시는 분
강력 추천합니다",5,고*영 
3,6510ec4f1b849cc9d8ad1c0b,"파이토웨이 써큐시안 블러드케어, 60정, 3개",2022.06.25,"작년 건강검진을 받고 보니 중성지방(236)과 콜레스테롤
높아서 고중성 지방 혈증이 의심 되서 먹게 되었어요
인터넷 검색하다가 이 제품을 계속 추천하더라구요
밑져도 본전이지 하는 마음으로
네*버에서 2번 구매해서 먹구 6개월이 넘어야
효과가 있다길래 가격은 비싸지만 저를 위해서 구매했어요

올해 건강검진 전이고 결과가 어떻게 나올지 모르겠어요
후기보니까 좋은 후기만 많더라구요
참고로 저는 50대입니다
면역기능도 매우 약한편이지만
확실한건지는 모르겠지만 이명이 심했는데
이거 먹고 나서는 좀 약해졌어요(비슷한 후기있음)
하루 1회 2알 저녁먹고 2시간후에 먹으면 효과가 좋다고 함

311 숫자의 비밀은
3은 콜레스테롤,혈압,혈행의 3중케어와
11은 대한민국 식약처가 인정한 11종 복합 기능성 이라고 해요

해조류 오메가3 / 중성지질개선, 혈행개선에 도움
홍국/ 혈중 콜레스테롤 개선에 도움
코엔자임Q10/ 황산화, 높은 혈압 감소에 도움
총모나콜린k, 아연,비타민A, 엽산, 12가지 부원료 등이
함유되고 있읍니다

12가지 부원료
(포도씨앗유,밀납, 나토배양물, 레시틴, 자바투메릭추출분말,
은행잎추출물, 곡말발효효소부말, 압축올리브유,토마토추출분말,
야채혼합농축분말,과일혼합분말, 락토바실러스처맨텀)

효능
혈중 중성지질 개선
혈행 개선
기억력 개선
건조한 눈 개선

근데 가격이 좀 세네요~
살때마다 부담감이~~
이것만 먹는것도 아니고 주절주절",4,김*현 
4,6510ec4f1b849cc9d8ad1c0c,"파이토웨이 써큐시안 블러드케어, 60정, 3개",2022.12.24,"금액이 부담스러워..계속 장바구니에 넣었다가..
확인하고, 상품평가 글을 확인하며..
몇주를 지켜 보다가..
드디어..질렀습니다!!

한달에 5만원..나를 위해 투자하자!!
새해도 며칠 남지 않았고..
저는 내일 모레 50세, 아이 셋 다둥맘입니다~
직장에서 녹초 되었다가 집에 오면..
군것질 찾고..빵,떡,과자 등등을 흡입하죠!!

그리고..
매년 직장 건강검진 때..
결과로 인해..재 검사..ㅠㅠ
안되겠다! 싶더라구요...
저랑 함께 근무 하신는 분은..거와 나이 차이가
7~8살 이나 나는데..콜레스테롤 도 정상이고
고지혈증도 없다는데..
전..점수가 높아요..

갠적으로 좋다는 것 쿠팡에서 여러개 챙겨 먹어서
그나마..숫자가 많이 떨어 진거에요ㅠㅠ
몇십이 더 높았거든요..
저녁 식사후..2알씩 먹고..
혈액검사 해서..다시 올리도록 하겠습니다!
그땐..
콜레스테롤 & 고지혈증 모두 정상 이기를
기대하며~

쿠팡 가족분들도 망설이지 말고..
언능 2+1 구입하세요~~
우리 함께 혈관을 건강히 지키 자구요~~^^

아창~~~!!
상품 박스안에 일만원 즉시 할인권이
있어서..또..주문했지요~~
9개월이 든든 하겠어요~~^^;;
1만원 즉시 할인+ 오천원 + 이천원
할인 받았답니다~~~
이왕 먹을 거 할인 받고, 쟁겨 두고 먹자고요~~

쿠팡 가족 여러분 모두~~
2023년 새해 복 많이 받으시고
혈관도 건강히 함께 지켜요!!
감사합니다

제 리뷰가 도움이 되셨을까요~?
그럼..'꾹' 눌러 주십시요~~",5,정*숙 
5,6510ec4f1b849cc9d8ad1c0d,"써큐시안 블러드케어 - 홍국 코엔자임 q10 코큐텐 알티지 오메가3 혈압 혈행 혈액순환 콜레스테롤 영양제, 60정, 1개",2022.01.14,"마흔을 바라보는 30대 후반이구요
7살,3살 딸래미들 키우는 워킹맘입니다.


전에는 고지혈증, 혈압 이런건 신경도 안쓰고 살았는데
남편이 몇년전부터 혈압약, 전 고지혈증을 진단받았습니다.


혈압약 먹으면 당연히 혈압이
낮아지는줄 알았는데 아니더군요.
계속 머리 아프고, 봄되면 혈압약이
몸 속 영양분까지 빼낸다더니,
그탓인지 축쳐져서 병든닭이 되어요..


그래서 오메가3, 크릴오일, 나토키나제 등등
좋다는건 한번씩 다 먹어보았습니다.
하지만 별 효과를 못보고, 효과가 없으니
잘안챙겨 먹어서 잔소리 하게되었는데...


써큐시안은 대박이에요. 이게 찐이네요.
매일 머리아파서 타이레놀도 병으로 사서
상비약으로 끼고 살던 사람이,
써큐시안 먹은 담날부터 머리아픈게 싹
없어졌다고 하더라구요.


대체 뭐가 들어있는지 다시 한번
성분을 살펴보게 되었다는..
비싸서 사줘야하나 말아야하나 고민했는데.
3,40대 저희부부처럼 하루하루 전쟁같은 일상 살면서
고군분투 하느라 피곤하고 머리아프신 분들께
강력추천합니다.


보니깐 이것저것 많이 들어있더라구요.
나이들면서 어차피 혈관은 좁아진다던데
미리 관리하기위해서라도 먹어두면 좋을것 같아요.
먹은 날과 안먹은 날이 정말 다릅니다.
그말이 괜히 나온게 아니였어요ㅋ


주절주절 쓰게 되네요 정말 효과좋아요
하지만 단점은..비싸요ㅋㅋㅋ
좀만 더 저렴해지면 좋을거같은데
판매자분 이런글 다 읽으시는지 모르겠네요ㅋ
여튼 꼭 사서 드셔보세요!
챙겨먹은 영양제 중에 효과 역대급입니다.",5,나*중 
6,6510ec4f1b849cc9d8ad1c0e,"파이토웨이 써큐시안 블러드케어, 60정, 3개",2022.12.07,"직업특성상 혈액검사를 하고 있는 저는 평소에 관리받던 지병도 있고 중년에 접어들면서 외가댁에 뇌졸중이란 가족력이 있어 콜레스테롤에 신경도 쓰여 8월11일에 혈액종합검사를 받고 깜짝 놀랐습니다. 작년까지도 괜찮았는데 총콜레스테롤(CHO)-322, 나쁜 콜레스테롤(LDL-CHO)-197로 엄청나게 높와서 주치의께 여쭤보니 약을 복용해야 한다며 3개월후에 검사를 해보자 하더군요.큰일이다 싶어 인터넷을 샅샅히 뒤져 써큐시안 블러드 케어가 복합성분이 들어있고 후기도 엄청 좋아 구매하게 되었습니다. 2주도 채 안되어 검사해보니 총콜레스테롤-219 ,나쁜 콜레스테롤-135로 수치가 내려간것을 보고 더욱더 열심히 복용하고 3개월 경과를 살펴본 결과 11월16일 나쁜콜레스테롤-119로 떨어지고 관리받던병원에서 11월21일에 검사한 결과 총콜레스테롤-189, 나쁜콜레스테롤-102,중성지방-49, 좋은콜레스테롤-77.2이 나와 주치의께서 약복용은 안해도 된다 하여 너무나 기뻐 재구매를 하고 후기를 꼬옥 올리고 싶어 또 구매를 하였답니다. 정말로 2주만에도 수치가 뚝뚝 떨어지니 너무 좋네요. 콜레스테롤이 높으신분들 한번 복용해 보세요^^*경과 기록표 첨부해 봅니다.",5,eyejoya 
7,6510ec4f1b849cc9d8ad1c0f,"써큐시안 블러드케어 - 홍국 코엔자임 q10 코큐텐 알티지 오메가3 혈압 혈행 혈액순환 콜레스테롤 영양제, 60정, 1개",2021.04.16,"코로나 백신 부작용 때문에
혈전이 요즘 난리더라고요..!

혈전이 생기면 혈관이 좁아지고
심하면 혈관을 아예 막아버려서
혈액 흐름이 멈추기도 한대요...

중성지방 수치가 높거나,
콜레스테롤 수치가 높은 사람은

혈전이 더 생기기 쉽고,
더 위험하다고 하더라고요..

저희집은 식습관이 같아서인지
가족들 모두 콜레스테롤이 높아요..ㅠㅠ

나름 식단으로 조절을 하고 있지만
백신 부작용이 혈전이라고 하니
불안함이 커지더라고요...ㅠㅠ

저희 가족 모두
4분기에 백신을 맞을 것 같아서
지금부터 관리를 시작하고자
혈관 영양제를 구매하게 되었습니다!!

혈관 영양제를 고르다보니
대부분의 제품들은
기억력 개선이나 정맥 순환에
초점이 맞춰져 있더라고요...

근데 써큐시안은 혈관 건강에 초점을 맞춰
콜레스테롤과 혈행 관리를
중점적으로 관리해주길래 구매했어요!

특히 오메가3가 동물성이 아닌
해조류로 만든 식물성이라서
더 건강을 생각한 제품이라고 생각했어요

확실히 먹고나서 다르다고 느껴지는게
발이 차서 봄에도 두꺼운 양말을 신었는데,
혈액순환이 잘돼서 그런지
발이 더워서 양말을 벗어버렸어요!!!

몸 속에 쌓인 콜레스테롤이나
혈전 없이 순환이 잘되니까
효과를 빨리 보는것 같아요~~!!!

좋은 제품 감사합니다~!",5,박*화 
8,6510ec4f1b849cc9d8ad1c10,"써큐시안 블러드케어 - 홍국 코엔자임 q10 코큐텐 알티지 오메가3 혈압 혈행 혈액순환 콜레스테롤 영양제, 60정, 1개",2021.04.22,"작년에 한 건강검진 결과에서
중성 지방 수치가 높게 나왔습니다..;;ㅎㅎ

운동도 열심히하고
오메가3도 잘 챙겨먹었는데
좀 놀랍긴 하더라고요.......^^;;

의사 선생님께서
중성 지방도 문제지만
혈압도 살짝 높다고 말씀하시면서,

중성지방이나 콜레스테롤이 쌓이면
혈관이 좁아져서 혈압이 올라간다고
복합적인 관리를 잘해야한다고 하시네요..ㅎ

오메가3를 꾸준히 먹었는데도
중성지방이 높은걸 보니
좀 더 체계적인 관리를 해야겠더라고요..ㅎ

의사 선생님 말씀처럼
중성지방, 콜레스테롤, 혈압을
복합적으로 관리하려 마음을 먹고
제품을 찾기 시작했습니다..ㅎㅎㅎ

1. 중성 지방을 녹이는 오메가3가 있는가?!
2. 콜레스테롤을 줄이는 홍국이 있는가?!
3. 높은 혈압을 낮추는 코큐텐이 있는가?!

놀랍게도 세가지 성분이 다 들어있는건
써큐시안 뿐이였고

오메가3가 식물성이라
중금속 섭취 위험도 없다기에
선택하게 되었어요ㅎ

최근 피검사를 다시 받았는데
혈압은 정상으로 떨어졌고
중성지방은 아직 높긴 하지만
150에서 142로 떨어졌어요..ㅎㅎㅎ

한달만에 나온 결과치고
너무 만족스럽습니다
정상되면 후기 한번 더 남기겠습니다
감사합니다^^ㅎㅎㅎ",5,이*화 
9,6510ec4f1b849cc9d8ad1c11,"써큐시안 블러드케어 - 홍국 코엔자임 q10 코큐텐 알티지 오메가3 혈압 혈행 혈액순환 콜레스테롤 영양제, 60정, 1개",2021.04.12,"저는 자면서 쥐가 자주 나요.
새벽에 억! 소리가 날 만큼 아파서
고생한 적이 한두번이 아니네요..

근데 자면서 쥐나는게
엄청 아프고 불편하긴해도
병원가서 진료받기는 좀 그렇더라구요.

어디가 아프다고
말해야할지 모르겠고..ㅜㅜ

주변에서 혈액순환이 잘 안되면
다리에 쥐가 자주 난다고 하면서
혈액순환 영양제를 추천하더라구요.

TV에 광고하는 ㅅㅅㅇ, ㅆㅋㄹ
같은혈행개선 영양제를 알아보는데

대부분의 혈행개선 영양제는
콜레스테롤 관리를 잘 안해주는것 같아
구매가 망설여졌어요...ㅜㅜ

콜레스테롤이 혈관을 막아서
혈액순환이 잘 안되는 거란 소릴 들어서
같이 관리하는게 좋을 것 같았거든요.

근데 써큐시안은
콜레스테롤, 혈압, 혈행
한번에 관리된다길래 주문했네요.

지금 한달 째 먹고 있는데,
먹은날부터 지금까지
잘때 쥐가 한번도 안나고 있어요.^^

역시 피가 맑고 순환이 잘돼야
건강 하다는걸
다시금 느끼네요^^

너무 좋아서 할인받으려고
2+1로 재구매하러왔어요^^
좋은 제품 감사합니다!",5,양*이 
